İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
40088877,02 Mayıs 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,193.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,İkinci El,850000.0
39846184,02 Mayıs 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,100.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"5 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,819900.0
39320000,02 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Progression,2018,114.100 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,1104900.0
39319994,02 Mayıs 2026,Alfa Romeo,156,1.6 TS Distinctive,2004,263.000 km,Düz,LPG & Benzin,Sedan,Füme,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,Tamamı boyalı,Takasa Uygun Değil,Galeriden,İkinci El,345000.0
38973701,02 Mayıs 2026,Alfa Romeo,166,3.0 Sportronic,2002,140.000 km,Otomatik,Benzin,Sedan,Gri,2501 - 3000 cm3,201 - 225 HP,Önden Çekiş,,,Tamamı boyalı,Takasa Uygun Değil,Galeriden,İkinci El,900000.0
36497996,02 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,148.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,"4 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1165000.0
36391679,02 Mayıs 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Super TCT,2016,148.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,1 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1165000.0
38672205,02 Mayıs 2026,Alfa Romeo,159,1.9 JTD Distinctive,2008,362.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,,,8 boyalı,Takasa Uygun,Galeriden,İkinci El,645000.0
40109076,01 Mayıs 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,186.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,12 boyalı,Takasa Uygun,Galeriden,İkinci El,775900.0
40109075,01 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,132.500 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,1 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,930000.0
39092356,01 Mayıs 2026,Alfa Romeo,159,1.9 JTD Distinctive Plus,2009,294.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,,,"1 değişen, 2 boyalı, 4 lokal boyalı",Takasa Uygun Değil,Galeriden,İkinci El,764750.0
39502664,01 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,96.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,1400000.0
31686369,01 Mayıs 2026,Alfa Romeo,156,1.6 TS Progression,2005,216.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,375000.0
39734959,01 Mayıs 2026,Alfa Romeo,GTV,2.0 TS,2002,103.000 km,Düz,Benzin,Coupe,Mavi,1801 - 2000 cm3,151 - 175 HP,Önden Çekiş,,,Tamamı boyalı,Takasa Uygun,Galeriden,İkinci El,1495000.0
39734956,01 Mayıs 2026,Alfa Romeo,156,2.0 TS Selespeed,2003,213.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1801 - 2000 cm3,151 - 175 HP,Önden Çekiş,,,12 boyalı,Takasa Uygun,Galeriden,İkinci El,459000.0
39734954,01 Mayıs 2026,Alfa Romeo,156,1.6 TS,2001,290.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,279000.0
39734953,01 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,145.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,"4 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,915000.0
39734951,01 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,180.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,799000.0
39734949,01 Mayıs 2026,Alfa Romeo,MiTo,1.3 JTD City,2013,219.000 km,Düz,Dizel,Hatchback/3,Bej,1248 cc,95 hp,Önden Çekiş,"4,3 lt",45 lt,"4 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,599999.0
39280845,01 Mayıs 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,177.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"5 boyalı, 1 lokal boyalı",Takasa Uygun Değil,Galeriden,İkinci El,975000.0
38973704,01 Mayıs 2026,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,123.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1155000.0
38003104,30 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2004,238.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,9 boyalı,,Sahibinden,İkinci El,270000.0
37140897,30 Nisan 2026,Alfa Romeo,159,1.9 JTD Distinctive Plus,2008,300.000 km,Otomatik,Dizel,Sedan,Füme,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,655000.0
39708617,30 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,110.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,120 hp,Önden Çekiş,"6,4 lt",60 lt,"1 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,845000.0
39708616,30 Nisan 2026,Alfa Romeo,GT,2.0 JTS Distinctive Selespeed,2006,270.000 km,Otomatik,Benzin,Coupe,Gri,1970 cc,165 hp,Önden Çekiş,"8,7 lt",63 lt,Tamamı boyalı,Takasa Uygun,Galeriden,İkinci El,825000.0
39320003,30 Nisan 2026,Alfa Romeo,GT,2.0 JTS Distinctive Selespeed,2006,185.000 km,Otomatik,Benzin,Coupe,Kırmızı,1970 cc,165 hp,Önden Çekiş,"8,7 lt",63 lt,"3 değişen, 10 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,595000.0
39218684,30 Nisan 2026,Alfa Romeo,156,1.6 TS,2000,260.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,5 boyalı,Takasa Uygun,Galeriden,İkinci El,249000.0
39218681,30 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,200.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,120 hp,Önden Çekiş,"6,4 lt",60 lt,"1 boyalı, 4 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,710000.0
33136451,29 Nisan 2026,Alfa Romeo,159,1.9 JTD Distinctive Plus,2009,360.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1910 cc,150 hp,Önden Çekiş,"7,1 lt",70 lt,"2 değişen, 11 boyalı",,Sahibinden,İkinci El,730000.0
40050808,29 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,144.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,6 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,1069000.0
40048133,29 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,185.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,900000.0
39680305,29 Nisan 2026,Alfa Romeo,156,1.6 TS,1998,311.000 km,Düz,LPG & Benzin,Sedan,Bordo,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,11 boyalı,Takasa Uygun,Galeriden,İkinci El,259000.0
39680302,29 Nisan 2026,Alfa Romeo,MiTo,1.4 T Distinctive,2010,87.422 km,Düz,Benzin,Hatchback/3,Kırmızı,1368 cc,155 hp,Önden Çekiş,"6,5 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,819900.0
39649246,29 Nisan 2026,Alfa Romeo,Giulia,2.0 Competizione,2023,64.000 km,Otomatik,Benzin,Sedan,Siyah,1801 - 2000 cm3,276 - 300 HP,4WD (Sürekli),,,"3 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,3250000.0
38775262,29 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,270.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"3 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,725000.0
40035035,28 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2004,292.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,12 boyalı,,Sahibinden,İkinci El,390000.0
37892374,28 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2006,280.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,İkinci El,396000.0
40030133,28 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,225.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,7 boyalı,Takasa Uygun,Sahibinden,İkinci El,685000.0
40023269,28 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,123.000 km,Otomatik,Dizel,Hatchback/5,Gri (titanyum),1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,Tamamı orjinal,,Sahibinden,İkinci El,1229000.0
40018864,28 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2005,206.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,"4 boyalı, 1 lokal boyalı",Takasa Uygun,Sahibinden,İkinci El,390000.0
40015150,28 Nisan 2026,Alfa Romeo,159,1.9 JTD Progression,2007,249.000 km,Otomatik,Dizel,Sedan,Gri (Gümüş),1910 cc,150 hp,Önden Çekiş,6 lt,70 lt,11 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,660000.0
40012809,28 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2004,290.000 km,Düz,LPG & Benzin,Hatchback/3,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,8 boyalı,,Sahibinden,İkinci El,315000.0
39154133,28 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,155.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"1 değişen, 9 boyalı",Takasa Uygun,Galeriden,İkinci El,820000.0
34126499,28 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,197.800 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"3 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,989900.0
32662661,28 Nisan 2026,Alfa Romeo,159,1.9 JTS Distinctive,2008,330.000 km,Düz,Benzin,Sedan,Siyah,1801 - 2000 cm3,151 - 175 HP,Önden Çekiş,,,"2 değişen, 9 boyalı",Takasa Uygun,Galeriden,İkinci El,590000.0
39985167,27 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,180.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"2 değişen, 1 boyalı, 1 lokal boyalı",,Sahibinden,İkinci El,810000.0
39969979,27 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2014,285.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,700000.0
39154129,27 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,90.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,"3 boyalı, 3 lokal boyalı",Takasa Uygun,Yetkili Bayiden,İkinci El,1100000.0
38775267,27 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,183.500 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"3 değişen, 1 boyalı",Takasa Uygun,Galeriden,İkinci El,895000.0
37665330,27 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,208.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"4 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,820000.0
39973553,26 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,225.000 km,Düz,Dizel,Hatchback/5,Mavi,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"2 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,650000.0
39092353,26 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,81.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,1180000.0
38701960,26 Nisan 2026,Alfa Romeo,156,1.6 TS Distinctive,2005,215.000 km,Düz,Benzin,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,1 boyalı,Takasa Uygun,Galeriden,İkinci El,500000.0
38672213,26 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,108.500 km,Düz,Dizel,Hatchback/5,Siyah,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,750000.0
38609140,26 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,130.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,İkinci El,870000.0
37665285,26 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2006,243.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"2 değişen, 8 boyalı",Takasa Uygun,Galeriden,İkinci El,395000.0
39937077,25 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,272.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,550000.0
39932705,25 Nisan 2026,Alfa Romeo,147,1.6 TS Progression,2004,228.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,180000.0
39092352,25 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,166.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,2 lokal boyalı,Takasa Uygun Değil,Galeriden,İkinci El,1049000.0
38609141,25 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,120.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,İkinci El,809750.0
39938823,24 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,135.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Tamamı orjinal,,Sahibinden,İkinci El,956000.0
39937711,24 Nisan 2026,Alfa Romeo,156,1.6 TS,1999,320.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,Tamamı lokal boyalı,,Sahibinden,İkinci El,235000.0
39909522,24 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,369.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,1 lokal boyalı,,Sahibinden,İkinci El,525000.0
39909113,24 Nisan 2026,Alfa Romeo,156,1.6 TS Distinctive,2006,259.600 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"4 değişen, 9 boyalı",,Sahibinden,İkinci El,375000.0
39929034,24 Nisan 2026,Alfa Romeo,156,2.0 TS Executive,2001,318.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,"1 değişen, 11 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,325000.0
39894893,24 Nisan 2026,Alfa Romeo,146,1.4 TS,1998,250.000 km,Düz,LPG & Benzin,Hatchback/5,Diğer,1370 cc,103 hp,Önden Çekiş,"7,9 lt",51 lt,Tamamı boyalı,,Sahibinden,İkinci El,250000.0
38116721,24 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2008,270.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"8,1 lt",60 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,380000.0
39038815,24 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression,2018,128.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1159000.0
38181774,24 Nisan 2026,Alfa Romeo,Giulia,2.0 T Veloce,2023,58.000 km,Otomatik,Benzin,Sedan,Füme,1801 - 2000 cm3,276 - 300 HP,4WD (Sürekli),,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,3690000.0
37622442,24 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,138.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"5 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,983900.0
35692476,24 Nisan 2026,Alfa Romeo,156,1.6 TS Distinctive,2006,338.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"1 değişen, 12 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,369000.0
32239076,23 Nisan 2026,Alfa Romeo,156,2.0 TS,1999,402.887 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,Belirtilmemiş,,Sahibinden,İkinci El,285000.0
35123757,23 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,197.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,4 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,670000.0
29669413,23 Nisan 2026,Alfa Romeo,166,2.0 TB,1999,304.000 km,Düz,LPG & Benzin,Sedan,Gri,1996 cc,202 hp,Önden Çekiş,"11,7 lt",72 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,450000.0
39890075,22 Nisan 2026,Alfa Romeo,156,1.6 TS,1998,335.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,2 lokal boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,250000.0
38102516,22 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,217.500 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,12 boyalı,Takasa Uygun,Galeriden,İkinci El,570000.0
38048883,22 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Sprint,2020,109.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,1289000.0
37665343,22 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,101.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1325000.0
33253487,22 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,170.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"1 değişen, 4 boyalı, 2 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,875000.0
32745889,22 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,171.217 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,7 boyalı,Takasa Uygun,Galeriden,İkinci El,950000.0
39860092,21 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,200.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"4 boyalı, 3 lokal boyalı",,Sahibinden,İkinci El,715000.0
38102519,21 Nisan 2026,Alfa Romeo,MiTo,1.4 T MultiAir Quadrifoglio Verde,2010,205.000 km,Düz,Benzin,Hatchback/3,Kırmızı,1368 cc,170 hp,Önden Çekiş,6 lt,45 lt,1 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,705000.0
39813586,20 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2004,280.000 km,Düz,Benzin,Hatchback/5,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,1 değişen,Takasa Uygun,Sahibinden,İkinci El,310000.0
36691924,20 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,200.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"1 değişen, 3 boyalı, 2 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,615000.0
39805001,19 Nisan 2026,Alfa Romeo,156,1.6 TS,2001,321.600 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"1 değişen, 7 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,220000.0
31205265,19 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,200.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,1 lokal boyalı,,Sahibinden,İkinci El,940000.0
39773435,19 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2007,267.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,280000.0
39761392,18 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,78.200 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,1300000.0
36877342,18 Nisan 2026,Alfa Romeo,156,2.0 JTS Distinctive,2004,270.000 km,Otomatik,LPG & Benzin,Sedan,Gri (metalik),1970 cc,165 hp,Önden Çekiş,"8,6 lt",63 lt,3 lokal boyalı,,Sahibinden,İkinci El,470000.0
26090047,18 Nisan 2026,Alfa Romeo,147,1.6 TS Progression,2003,310.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,310000.0
39742564,17 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTDM-2 Super,2017,74.500 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,1250000.0
39736179,17 Nisan 2026,Alfa Romeo,156,1.6 TS,2004,295.500 km,Düz,Benzin,Sedan,Gri,,126 - 150 HP,,,,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,410000.0
39711747,16 Nisan 2026,Alfa Romeo,147,1.6 TS Distinctive,2006,272.500 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,1 lokal boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,310000.0
29449627,15 Nisan 2026,Alfa Romeo,145,1.4,1998,300.000 km,Düz,Benzin,Hatchback/3,Yeşil (metalik),1351 cc,90 hp,Önden Çekiş,,51 lt,Belirtilmemiş,,Sahibinden,İkinci El,180000.0
39678625,15 Nisan 2026,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,135.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,1100000.0
39539439,15 Nisan 2026,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,235.500 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,"1 değişen, 1 boyalı",,Sahibinden,İkinci El,770000.0
