İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
Kopyalandı35123727,04 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,154.000 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,6 boyalı,Takasa Uygun,Galeriden,İkinci El,1070000.0
Kopyalandı35407692,03 Aralık 2025,Alfa Romeo,166,2.0 TS Distinctive,2005,159.000 km,Düz,Benzin,Sedan,Gri,1970 cc,150 hp,Önden Çekiş,"9,7 lt",69 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,489000.0
Kopyalandı35408537,03 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,86.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,6 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,799000.0
Kopyalandı35408524,03 Aralık 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Super TCT,2016,117.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,1 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,1165000.0
Kopyalandı35395487,03 Aralık 2025,Alfa Romeo,GT,2.0 JTS Distinctive Selespeed,2008,251.500 km,Otomatik,Benzin,Coupe,Kırmızı,1970 cc,165 hp,Önden Çekiş,"8,7 lt",63 lt,"2 değişen, 10 boyalı",Takasa Uygun,Sahibinden,İkinci El,560000.0
Kopyalandı35404739,03 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Progression,2020,71.000 km,Otomatik,Dizel,Hatchback/5,Bordo,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,1 değişen,Takasa Uygun Değil,Sahibinden,İkinci El,1250000.0
Kopyalandı34911993,03 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,240.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,605000.0
Kopyalandı34911964,03 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,168.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,6 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,795000.0
Kopyalandı30807297,03 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,203.000 km,Düz,Dizel,Hatchback/5,Siyah,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,718000.0
Kopyalandı33166876,02 Aralık 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2015,129.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,3 boyalı,,Sahibinden,İkinci El,1119000.0
Kopyalandı35370495,02 Aralık 2025,Alfa Romeo,147,1.6 TS Distinctive,2004,258.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1598 cc,105 hp,Önden Çekiş,"8,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,385000.0
Kopyalandı35377460,02 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,83.200 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,925000.0
Kopyalandı35374507,02 Aralık 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2015,126.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,2 değişen,Takasa Uygun,Galeriden,İkinci El,1079000.0
Kopyalandı32473948,02 Aralık 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Super TCT,2018,45.402 km,Otomatik,Benzin,Hatchback/5,Gri,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1570000.0
Kopyalandı35351761,01 Aralık 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2011,232.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,6 boyalı,,Sahibinden,İkinci El,650000.0
Kopyalandı35342212,01 Aralık 2025,Alfa Romeo,147,1.6 TS Distinctive,2004,175.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,İkinci El,360000.0
Kopyalandı35343181,01 Aralık 2025,Alfa Romeo,166,2.0 TS Distinctive,2005,159.000 km,Düz,Benzin,Sedan,Gri,1970 cc,150 hp,Önden Çekiş,"9,7 lt",69 lt,2 boyalı,,Sahibinden,İkinci El,490000.0
Kopyalandı35335880,01 Aralık 2025,Alfa Romeo,156,1.6 TS Distinctive,2001,371.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,Tamamı boyalı,,Sahibinden,İkinci El,310000.0
Kopyalandı30048779,01 Aralık 2025,Alfa Romeo,156,1.6 TS Distinctive,2006,240.000 km,Düz,Benzin,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"1 değişen, 12 boyalı",,Sahibinden,İkinci El,450000.0
Kopyalandı34165408,01 Aralık 2025,Alfa Romeo,Giulia,2.0 T Veloce,2017,108.600 km,Otomatik,Benzin,Sedan,Mavi,1801 - 2000 cm3,276 - 300 HP,4WD (Sürekli),,,2 boyalı,Takasa Uygun,Galeriden,İkinci El,2550000.0
Kopyalandı34231183,01 Aralık 2025,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2018,237.483 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,1140000.0
Kopyalandı29914020,01 Aralık 2025,Alfa Romeo,156,1.6 TS,2001,290.000 km,Düz,Benzin,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,Tamamı boyalı,Takasa Uygun,Galeriden,İkinci El,259000.0
Kopyalandı35312326,30 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2005,306.000 km,Düz,LPG & Benzin,Sedan,Bordo,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,400000.0
Kopyalandı34433109,29 Kasım 2025,Alfa Romeo,GT,2.0 JTS Distinctive,2006,165.000 km,Düz,Benzin,Coupe,Füme,1970 cc,165 hp,Önden Çekiş,"8,7 lt",63 lt,11 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,645000.0
Kopyalandı31361494,29 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,310.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,550000.0
Kopyalandı31375180,29 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2005,299.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,4 boyalı,Takasa Uygun,Sahibinden,İkinci El,215000.0
Kopyalandı35269633,28 Kasım 2025,Alfa Romeo,90,2.4 TD,1987,500.000 km,Düz,Dizel,Sedan,Altın,2393 cc,110 hp,Önden Çekiş,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,Yurtdışından İthal Sıfır,500000.0
Kopyalandı31400431,28 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2006,260.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,445000.0
Kopyalandı35256689,28 Kasım 2025,Alfa Romeo,156,2.0 TS Executive,2002,300.000 km,Düz,LPG & Benzin,Sedan,Lacivert,1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,170000.0
Kopyalandı32257157,28 Kasım 2025,Alfa Romeo,Giulietta,1.4 TB Progression Plus,2011,240.000 km,Düz,Benzin,Hatchback/5,Siyah,1368 cc,120 hp,Önden Çekiş,"6,4 lt",60 lt,8 boyalı,Takasa Uygun,Galeriden,İkinci El,549000.0
Kopyalandı35205956,27 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2008,270.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"8,1 lt",60 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,380000.0
Kopyalandı35174518,26 Kasım 2025,Alfa Romeo,146,1.4 TS,1998,245.000 km,Düz,LPG & Benzin,Hatchback/5,Diğer,1370 cc,103 hp,Önden Çekiş,"7,9 lt",51 lt,Belirtilmemiş,,Sahibinden,İkinci El,250000.0
Kopyalandı32891288,26 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2013,205.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,2 değişen,,Sahibinden,İkinci El,660000.0
Kopyalandı35169719,26 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,85.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"3 değişen, 6 boyalı",,Sahibinden,İkinci El,815000.0
Kopyalandı35148466,26 Kasım 2025,Alfa Romeo,146,1.6 L,1996,264.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),1596 cc,103 hp,Önden Çekiş,,51 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,160000.0
Kopyalandı35124288,26 Kasım 2025,Alfa Romeo,156,2.0 TS Distinctive,2002,320.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,Belirtilmemiş,,Sahibinden,İkinci El,345000.0
Kopyalandı32647114,25 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,183.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,9 boyalı,-,Sahibinden,İkinci El,715000.0
Kopyalandı35136764,25 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTDM-2 Sprint,2020,78.656 km,Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1294900.0
Kopyalandı32585641,25 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2016,88.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,6 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,1165000.0
Kopyalandı35174890,25 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2006,247.000 km,Düz,LPG & Benzin,Hatchback/3,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,219000.0
Kopyalandı35104287,24 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2005,79.900 km,Düz,Benzin,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"4 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,745000.0
Kopyalandı35090460,24 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,252.000 km,Düz,Dizel,Hatchback/5,Beyaz,,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,,Sahibinden,İkinci El,690000.0
Kopyalandı35081510,24 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,248.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 10 boyalı",,Sahibinden,İkinci El,650000.0
Kopyalandı32239076,24 Kasım 2025,Alfa Romeo,156,2.0 TS,1999,402.887 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,Belirtilmemiş,,Sahibinden,İkinci El,285000.0
Kopyalandı27890533,24 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2004,197.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,105 hp,Önden Çekiş,"8,1 lt",60 lt,"2 değişen, 11 boyalı",Takasa Uygun,Sahibinden,İkinci El,275000.0
Kopyalandı33862046,24 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,146.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,4 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,795000.0
Kopyalandı35053826,23 Kasım 2025,Alfa Romeo,146,1.4 TS,1997,315.000 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,1370 cc,103 hp,Önden Çekiş,"7,9 lt",51 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,190000.0
Kopyalandı35046246,23 Kasım 2025,Alfa Romeo,159,1.9 JTD Distinctive,2008,204.000 km,Düz,Dizel,Sedan,Lacivert,1910 cc,150 hp,Önden Çekiş,6 lt,70 lt,Tamamı boyalı,,Sahibinden,İkinci El,450000.0
Kopyalandı35044719,23 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2006,276.100 km,Düz,LPG & Benzin,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,1 boyalı,Takasa Uygun,Sahibinden,İkinci El,405000.0
Kopyalandı35041857,22 Kasım 2025,Alfa Romeo,146,1.4 TS,1997,340.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1370 cc,103 hp,Önden Çekiş,"7,9 lt",51 lt,3 boyalı,-,Sahibinden,İkinci El,60000.0
Kopyalandı35029424,22 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,194.750 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Tamamı orjinal,-,Sahibinden,İkinci El,810000.0
Kopyalandı26375027,22 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2006,162.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,"1 değişen, 9 boyalı",,Sahibinden,İkinci El,420000.0
Kopyalandı35015747,22 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,90.774 km,Düz,Dizel,Hatchback/5,Gri,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Tamamı orjinal,,Sahibinden,İkinci El,975000.0
Kopyalandı34962027,20 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2004,208.000 km,Düz,LPG & Benzin,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,525000.0
Kopyalandı32619007,20 Kasım 2025,Alfa Romeo,156,1.9 JTD,2004,429.000 km,Düz,Dizel,Hatchback/5,Siyah,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,375000.0
Kopyalandı34944701,20 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2012,237.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,730000.0
Kopyalandı35123777,20 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,233.530 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,4 boyalı,Takasa Uygun,Galeriden,İkinci El,619500.0
Kopyalandı34934353,19 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2005,245.000 km,Düz,Benzin,Hatchback/3,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,330000.0
Kopyalandı30705682,19 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2004,180.000 km,Düz,LPG & Benzin,Sedan,Füme,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,400000.0
Kopyalandı34930048,19 Kasım 2025,Alfa Romeo,145,1.6,1997,328.000 km,Düz,LPG & Benzin,Hatchback/3,Bordo,1596 cc,103 hp,Önden Çekiş,,51 lt,Belirtilmemiş,,Sahibinden,İkinci El,160000.0
Kopyalandı26816023,19 Kasım 2025,Alfa Romeo,145,1.6,1997,327.000 km,Düz,LPG & Benzin,Hatchback/3,Bordo,1596 cc,103 hp,Önden Çekiş,,51 lt,Belirtilmemiş,,Sahibinden,İkinci El,160000.0
Kopyalandı34902978,19 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2003,353.000 km,Düz,Benzin,Hatchback/5,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,250000.0
Kopyalandı28969626,19 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2006,307.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"3 değişen, 10 boyalı",,Sahibinden,İkinci El,379000.0
Kopyalandı34869136,18 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2003,353.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,İkinci El,250000.0
Kopyalandı34861498,18 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2006,333.000 km,Düz,LPG & Benzin,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,11 boyalı,,Sahibinden,İkinci El,380000.0
Kopyalandı34847275,18 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2004,232.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,315000.0
Kopyalandı34911960,18 Kasım 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,142.000 km,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,855000.0
Kopyalandı34842332,17 Kasım 2025,Alfa Romeo,155,2.0 TS Sport,1995,237.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1970 cc,150 hp,Önden Çekiş,"8,6 lt",63 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,240000.0
Kopyalandı34808238,17 Kasım 2025,Alfa Romeo,146,1.4 TS,1997,288.088 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,1370 cc,103 hp,Önden Çekiş,"7,9 lt",51 lt,Belirtilmemiş,,Sahibinden,İkinci El,195000.0
Kopyalandı28422099,17 Kasım 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,213.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,745000.0
Kopyalandı34798762,17 Kasım 2025,Alfa Romeo,156,1.6 TS Distinctive,2004,224.000 km,Düz,Benzin,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"1 değişen, 11 boyalı",Takasa Uygun,Sahibinden,İkinci El,305000.0
Kopyalandı34814052,17 Kasım 2025,Alfa Romeo,159,1.9 JTD Distinctive Plus,2007,289.600 km,Yarı Otomatik,Dizel,Sedan,Siyah,1910 cc,150 hp,Önden Çekiş,"7,1 lt",70 lt,"2 değişen, 7 boyalı",Takasa Uygun,Sahibinden,İkinci El,635000.0
Kopyalandı30955178,16 Kasım 2025,Alfa Romeo,156,1.6 TS Progression,2004,265.000 km,Düz,LPG & Benzin,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"8,2 lt",63 lt,"2 değişen, 10 boyalı",Takasa Uygun,Sahibinden,İkinci El,242000.0
Kopyalandı34785522,16 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2012,164.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,-,Sahibinden,İkinci El,700000.0
Kopyalandı34767820,16 Kasım 2025,Alfa Romeo,146,1.6 L,1996,270.000 km,Düz,LPG & Benzin,Hatchback/5,Altın,1596 cc,103 hp,Önden Çekiş,,51 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,92000.0
Kopyalandı34781786,16 Kasım 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2013,192.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,4 boyalı,,Sahibinden,İkinci El,908000.0
Kopyalandı23613767,15 Kasım 2025,Alfa Romeo,156,2.0 TS,1999,362.000 km,Düz,LPG & Benzin,Sedan,Gri,1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,İkinci El,315000.0
Kopyalandı30778709,15 Kasım 2025,Alfa Romeo,156,2.0 TS Selespeed,2002,305.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden,İkinci El,255000.0
Kopyalandı34739014,15 Kasım 2025,Alfa Romeo,156,2.0 TS,1998,266.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,İkinci El,240000.0
Kopyalandı32075350,14 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2004,251.869 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,1 boyalı,Takasa Uygun,Sahibinden,İkinci El,380000.0
Kopyalandı34723990,14 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2006,168.000 km,Düz,Benzin,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Tamamı boyalı,,Sahibinden,İkinci El,420000.0
Kopyalandı34685699,13 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,218.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,5 boyalı,,Sahibinden,İkinci El,755000.0
Kopyalandı34677815,13 Kasım 2025,Alfa Romeo,156,2.0 TS,1998,325.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1970 cc,155 hp,Önden Çekiş,"8,5 lt",63 lt,Belirtilmemiş,,Sahibinden,İkinci El,178000.0
Kopyalandı34674704,13 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTDM-2 Progression,2018,120.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,2 değişen,,Sahibinden,İkinci El,1150000.0
Kopyalandı34661400,13 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,170.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,2 boyalı,,Sahibinden,İkinci El,820000.0
Kopyalandı34507345,13 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Super TCT,2017,105.000 km,Otomatik,Dizel,Hatchback/5,Gri (metalik),1598 cc,120 hp,Önden Çekiş,"3,9 lt",60 lt,1 boyalı,,Sahibinden,İkinci El,1215000.0
Kopyalandı34654281,13 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2004,320.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Tamamı orjinal,,Sahibinden,İkinci El,275000.0
Kopyalandı34642596,13 Kasım 2025,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2014,185.000 km,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,170 hp,Önden Çekiş,"5,8 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,930000.0
Kopyalandı32009610,13 Kasım 2025,Alfa Romeo,Giulia,2.0 T Veloce,2023,6.001 km,Otomatik,Benzin,Sedan,Siyah,1995 cc,280 hp,4WD (Sürekli),"7,7 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,4200000.0
Kopyalandı34642612,12 Kasım 2025,Alfa Romeo,146,1.6 L,1996,254.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1596 cc,103 hp,Önden Çekiş,,51 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,150000.0
Kopyalandı34613874,12 Kasım 2025,Alfa Romeo,Giulietta,1.4 TB Distinctive,2011,291.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,120 hp,Önden Çekiş,"6,4 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,555555.0
Kopyalandı34602724,12 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,91.250 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,1 boyalı,,Sahibinden,İkinci El,980000.0
Kopyalandı31894480,11 Kasım 2025,Alfa Romeo,147,1.6 TS Distinctive,2005,345.000 km,Düz,LPG & Benzin,Hatchback/5,Füme,1598 cc,120 hp,Önden Çekiş,"8,2 lt",60 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,340000.0
Kopyalandı34546110,10 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,300.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,5 boyalı,Takasa Uygun,Sahibinden,İkinci El,700000.0
Kopyalandı32293029,10 Kasım 2025,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,200.000 km,Düz,Dizel,Hatchback/5,Siyah,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 5 boyalı",Takasa Uygun,Sahibinden,İkinci El,620000.0
